RAJ2000,DEJ2000,zph,zsp,LBr,LBi,LTr,LTi,Ngal,NR200
167.99031,-0.65616,0.267,0.27982,13.9,17.36,46,57,25,26
151.46126,10.96992,0.176,0.16202,13.66,16.69,46.5,56.2,27,30
181.10766,14.72292,0.251,8.18,10.27,57.4,71.5,36,45,
198.82186,6.21592,0.259,11.37,13.19,38,46,21,19,
143.0949,8.19749,0.192,0.19249,12.79,15.84,34.1,41.9,20,20
132.01393,58.1634,0.248,23.29,29.11,45,55.9,20,18,
181.78942,4.41244,0.248,0.23538,12.3,15.09,56.6,69.3,25,26
234.99922,48.05075,0.219,0.20187,10.86,13.37,38.7,47.2,24,24
174.43555,-3.2276,0.275,0.26595,9.69,12,68.2,83.6,29,33
126.78922,59.79361,0.248,9.43,11.65,31,38.4,21,21,
19.90954,14.89799,0.143,0.12876,8.22,10.67,58,73.4,31,39
115.22483,34.76676,0.284,17.8,21.62,54.2,65.9,24,25,
231.78566,50.30485,0.275,0.27811,10.44,12.8,37.8,45.6,22,22
144.69312,22.64774,0.246,10.46,13,41.8,51.6,21,21,
115.44019,44.72106,0.146,10.88,13.54,63.6,78.5,28,33,
201.52206,12.38933,0.211,0.20212,8.96,10.85,86.2,104,40,55
214.11406,23.25626,0.143,13.1,16.72,49,61.8,26,28,
172.84057,21.44109,0.146,10.94,13.56,49,60.4,24,25,
225.09374,52.30795,0.284,0.27983,10.31,12.74,30.9,38.2,17,12
212.0758,28.16359,0.254,9.19,11.5,41.5,50.7,22,22,
209.25413,63.89297,0.232,0.23908,9.52,12.05,86.2,105.6,34,45
198.26268,35.32836,0.289,10.62,13.09,32.1,39.4,22,22,
154.6804,12.73606,0.203,0.19598,14.33,17.13,38.9,47.7,23,23
212.51746,41.7558,0.105,0.09373,10.17,12.67,27.5,34.2,21,21
206.5147,3.15861,0.232,0.23179,9.96,12.6,46.2,57.1,28,30
322.51658,-0.35225,0.243,0.23662,9.45,11.4,58.7,71,27,30
248.11182,25.66022,0.273,0.26909,11.22,13.96,35.8,44.1,21,21
198.72878,53.34351,0.281,0.27635,11.63,14.47,39.1,48.1,20,19
177.31262,48.1847,0.278,0.28308,8.23,10.28,81.8,98,40,50
192.32787,50.08041,0.265,0.24929,13.31,16.21,44.8,54.6,22,22
244.64236,55.29736,0.27,9.22,11.2,45.3,56,21,21,
227.14978,32.9552,0.211,9.02,11.09,47,58.7,29,30,
222.59243,18.96125,0.284,10.5,12.8,41.9,51.2,19,19,
123.84294,22.72932,0.119,11.47,14.58,28.8,36.2,21,19,
170.85203,7.20869,0.254,0.27395,11.08,14.42,29.1,37,18,15
152.80422,-2.04321,0.208,8.85,10.94,98,120.1,43,52,
233.07387,9.94449,0.267,8.69,10.9,51.7,65.1,26,26,
217.338,23.10833,0.138,8.77,10.91,45,56.6,25,25,
56.25318,-6.0394,0.14,0.13513,10.24,12.98,40.7,50.8,26,28
232.81704,9.97776,0.243,7.55,9.4,55.7,68.9,31,35,
249.15085,45.68385,0.273,0.25666,7.83,9.83,42.1,52,25,25
228.21908,-1.47421,0.13,0.12158,8.11,10.12,46.1,57.6,29,29
129.21439,3.0004,0.194,15.33,18.72,42,51.5,22,22,
175.1814,10.41207,0.111,7.31,9.01,55.8,69.7,31,42,
254.53325,27.04138,0.286,9.15,11.24,35.4,43.6,18,17,
159.27336,46.18659,0.184,0.18057,14.89,18.13,41.4,50.5,23,24
168.50248,-0.33652,0.108,10.38,13.23,47.8,60.5,25,27,
189.1835,52.91172,0.281,0.27468,13.68,16.74,54,66.2,21,21
213.57316,24.33905,0.286,12.26,15.41,32,40.1,16,15,
143.87151,7.25424,0.219,0.21567,15.39,18.67,32.2,39.1,19,19
121.22421,54.52939,0.259,8.72,10.97,47.9,59.3,23,23,
166.02363,58.38757,0.294,0.28013,11.53,14.14,36.7,45.1,19,18
126.40038,16.58607,0.211,12.15,14.95,40.4,49.7,22,22,
183.55726,26.633,0.165,11.65,14.23,57.6,71.2,28,29,
156.41144,4.12707,0.219,0.20961,12.16,15.33,48.1,60.2,23,26
180.21084,-1.46546,0.273,0.26695,10.16,12.43,54.7,68.1,28,30
237.14053,36.09325,0.248,0.23816,8.82,10.5,98.3,117.9,33,40
238.40786,24.38217,0.221,10.97,13.54,42,51.6,24,24,
356.54281,14.4712,0.216,14.46,17.76,34.2,42.3,19,17,
184.44639,10.53337,0.278,0.2841,9.61,11.63,30,36.6,18,14
201.43212,28.0428,0.265,10.46,12.37,39.6,47.9,19,19,
139.96097,35.84589,0.23,0.2216,11.18,14.53,49.6,62.3,24,26
174.60308,14.675,0.238,12.82,15.79,40.4,49.2,19,19,
146.17996,2.79834,0.216,0.22043,9.7,11.94,69.8,85.4,34,44
131.52414,36.94844,0.286,0.28633,6.94,8.75,75.7,94.4,34,43
247.46874,50.25096,0.292,9.75,12.28,39,47.9,19,19,
0.3597,-0.02868,0.267,0.24798,12.93,15.58,63.3,76.6,23,24
196.55069,51.7353,0.289,0.27734,9.96,11.77,47.5,57,23,23
234.24027,2.64871,0.297,0.29461,9.42,11.3,45.5,56,25,26
135.25325,60.10134,0.292,9.23,11.48,48.9,60.5,22,22,
190.45975,19.78223,0.292,13.27,16.58,36.1,45.6,20,19,
138.57477,23.98464,0.27,9.3,11.52,46.1,56.1,22,22,
204.23562,33.43469,0.238,10.82,12.95,70.8,87,29,38,
145.5954,8.97377,0.216,9.49,10.93,92.6,113,46,63,
168.1139,14.01642,0.176,12.52,15.11,40.4,48.7,24,25,
227.25031,0.39092,0.246,0.24691,10.76,13.03,51.8,64.4,25,26
184.10332,-0.08031,0.292,0.27563,9.73,11.99,44.3,54.5,25,26
211.48932,41.42476,0.27,0.27114,9.93,12.19,44.2,54.2,24,24
155.79252,2.36825,0.189,0.18915,11.77,14.73,46.5,57.9,25,25
238.3286,51.12353,0.24,9.27,11.55,53.9,65.8,29,35,
130.95513,8.73895,0.243,0,9.67,12.39,39.3,49.4,23,23
145.07136,2.41797,0.294,0.28602,11.66,14.85,39.2,48.6,19,17
236.86699,12.82923,0.186,10.31,12.7,53.9,66.5,28,34,
8.59684,0.85725,0.197,0.19187,9.97,12.24,76.2,93.3,32,38
136.49046,40.96106,0.262,0.24082,15.57,19.02,37.8,46.3,17,16
201.06771,25.90441,0.265,10.92,13.23,51.3,62.4,25,26,
227.67015,15.63698,0.122,9.62,12.24,32.1,40.4,22,22,
211.72968,55.06743,0.243,0.25052,9.16,11.55,36.2,44.9,20,19
57.76636,-5.64204,0.273,0.2866,9.63,11.99,30.8,38.5,17,14
44.88557,0.23176,0.192,0.19318,13.64,17,50.2,61.6,25,27
181.01488,28.11811,0.159,9.9,12.35,34.1,42.9,27,29,
129.82432,-1.69949,0.281,9.09,11.33,58.8,72.9,31,37,
198.7256,45.28034,0.203,0.1998,11.45,14.08,26.7,33,16,15
191.43216,48.98396,0.289,0.28209,13.08,15.95,40.4,50.3,17,14
226.84653,42.7341,0.219,0.21775,9.05,11.42,71.9,90.1,35,44
250.83019,21.52262,0.162,0.15366,11.75,14.87,57.1,70.6,26,27
151.93501,20.13003,0.257,11.2,13.22,50.1,60.4,22,21,
125.90039,56.50257,0.284,8.47,10.29,47.3,58.6,28,30,
5.06715,0.07945,0.221,10,12.3,57.9,70.6,23,24,
143.97138,20.19412,0.186,12.97,15.87,46.5,56.9,25,27,
189.4231,-1.3606,0.165,0.15504,11.4,14.09,66.4,81.1,25,27
192.8755,3.9677,0.227,0.21681,11.23,13.6,59.3,71.9,29,31
212.79144,25.56173,0.284,9.64,11.93,33.7,41.3,14,13,
186.58341,19.68695,0.224,10.47,12.78,32.8,40.5,20,20,
124.79064,22.95356,0.232,12.02,14.68,39,46.9,20,19,
132.29457,37.51934,0.238,0.23664,10.01,12.61,47.1,57.9,23,24
208.5249,39.74388,0.227,0.21516,11.42,14.41,42.7,52.6,25,26
254.93311,32.61532,0.105,9.27,11.46,44,54.7,26,27,
220.16168,37.45739,0.265,0.26043,12.76,15.25,54.3,65.1,21,20
129.39306,15.81878,0.162,15.33,19.07,39,48.3,21,21,
122.69133,21.40617,0.297,8.02,10.19,37.3,46.7,21,19,
202.89761,12.84226,0.238,0.24589,10.51,12.97,44.1,53.5,22,22
188.94962,15.55581,0.267,7.44,9.19,70.3,85.9,35,44,
175.27354,51.24024,0.281,0.2804,10.4,13.19,35.6,45.4,23,24
251.93355,29.94192,0.111,0.10029,12.78,16.72,55.3,69.4,28,31
176.01616,44.0061,0.294,0.29901,11.3,13.73,37.7,46.3,20,20
206.25462,40.79739,0.265,0.2565,11.94,14.13,50.4,60.5,23,23
193.62409,25.75057,0.246,11.52,14.21,28,34.2,16,16,
17.95342,-0.01817,0.265,14.79,17.99,28.9,35.4,16,13,
137.16302,59.75354,0.265,10.15,12.3,42.8,51.7,22,22,
245.90642,21.74034,0.17,12.38,15.13,54.1,66.6,26,29,
172.50443,33.03351,0.224,9.09,11.09,53,64.6,31,34,
166.08294,26.02262,0.297,9.42,11.29,55.1,65.8,25,29,
202.18329,19.34878,0.108,9.56,12.11,28.5,36,16,15,
179.54106,8.66139,0.278,7.54,9.21,44.4,54.8,29,34,
136.74072,46.12978,0.176,11.35,14.14,32.6,40.6,19,19,
136.97686,52.79055,0.105,0.09867,7.34,9.22,34.6,43,22,22
171.80423,25.32671,0.124,9.18,11.25,32,39.4,20,20,
200.73998,7.02944,0.278,10.79,13.43,23.9,29.6,14,13,
237.55801,15.7955,0.149,9.44,11.69,30.7,38,22,22,
203.96802,10.34078,0.27,10.31,12.37,41.1,49.9,21,21,
130.64838,49.69941,0.178,12.92,16.23,42.8,53.5,21,21,
151.68004,68.54182,0.213,10.65,13.65,34.8,43.7,21,19,
327.68146,-7.65619,0.292,0.28223,8.4,10.7,31.5,39.2,20,15
225.87755,20.73533,0.238,9.24,11.41,82.9,103.1,39,43,
223.6037,5.92494,0.297,6.7,8.15,120.9,147.6,41,63,
137.45893,55.11668,0.205,0.18181,11.49,14.31,44.9,55.5,25,25
229.43999,29.94156,0.289,0.28896,10.78,13.23,22.7,27.8,14,13
116.88338,33.76098,0.3,0.28326,7.99,10.23,26.6,33.5,20,17
222.6658,44.30816,0.273,0.28628,8.75,11.05,56.8,72.1,27,31
174.58203,49.55087,0.27,0.28044,9,11.48,43.4,56,21,21
17.26,15.23665,0.289,0.29553,6.52,8.4,63.6,82.3,33,39
133.47843,18.69697,0.267,12.9,16.21,24.9,31.1,16,15,
159.22385,12.41766,0.184,0.18861,9.77,12.4,47.2,58.4,28,32
209.36075,57.15431,0.232,0.21419,13.68,17.02,40,48.9,20,20
238.05766,20.2289,0.146,13.07,16.03,33.7,41.3,19,19,
204.41694,38.96787,0.259,11.78,14.22,43,52.1,16,16,
152.3929,44.71072,0.146,10.03,13.01,40.2,51.4,21,18,
174.23205,26.56781,0.173,9.81,12.12,90.3,110.1,43,54,
208.60018,-1.0443,0.146,9.04,11.39,47,57.6,26,26,
201.97047,20.15372,0.284,8.64,10.86,66.3,83.3,32,39,
216.10568,38.97961,0.194,0.18966,13.28,16.55,41,50.9,25,26
119.81888,28.20066,0.254,0.24908,11.56,14.59,36.6,45.3,18,18
184.64156,-2.17701,0.278,0.29597,10.15,12.64,38.4,47.8,24,24
16.46719,-0.35107,0.294,0.26111,10.41,12.64,58.3,72.5,25,25
141.10561,42.57224,0.3,0.29089,10.99,13.55,33.1,40.4,18,14
166.51082,11.42076,0.286,9.59,11.88,41.7,51.4,18,14,
228.00247,-0.94795,0.224,0.21194,10.62,12.5,38.8,47.3,24,26
226.99842,16.59841,0.116,7.74,9.62,55.5,68.6,28,33,
225.57942,19.62738,0.278,10.95,13.71,31.8,39.6,18,18,
129.39908,6.6915,0.24,15.36,19.59,38.1,47.6,20,14,
179.37836,5.72191,0.297,0.30351,10.9,13.59,33.1,41.5,18,16
180.72588,14.54878,0.246,10.94,13.46,36.3,45,21,20,
203.57674,-0.9569,0.265,0.27029,12.75,15.51,37.4,46,19,18
123.64776,27.32102,0.289,0.28718,10.48,13.17,69.1,84.6,25,26
197.1879,48.65361,0.292,0.30008,10.38,13.23,32.9,41.5,19,18
205.24188,58.04487,0.14,0.13194,12.56,15.38,28.4,35.1,17,16
151.69646,26.89501,0.238,10.13,12.28,46.1,56.9,21,21,
221.69547,16.11216,0.219,14.88,18.39,38.1,46.8,19,18,
172.27896,2.55203,0.262,0.25955,9.92,12.23,36.2,44.7,17,16
328.08869,-7.32937,0.192,12.57,15.96,44.2,55.7,20,20,
143.49316,7.25313,0.243,0.24997,8.83,10.68,70.7,85.8,34,37
221.89432,13.42957,0.211,9.82,12.15,96.6,119.2,37,58,
221.9368,23.40425,0.273,7.68,9.42,40.9,50.9,22,22,
222.78916,14.61203,0.151,10.05,12.86,76.3,93.9,36,51,
127.39107,8.66692,0.259,0.25807,14.62,18.43,34.8,43.8,16,15
225.15486,19.15696,0.27,9.43,11.91,35,43.4,17,17,
143.44428,10.66385,0.221,10.43,12.67,42.5,51.9,22,22,
162.27837,34.57952,0.289,9.83,11.83,28.4,34.9,18,16,
219.67998,38.56045,0.259,0.26092,10.5,12.78,62.8,77.4,27,29
203.89919,44.88879,0.251,0.2502,9.42,11.76,59.2,73.3,29,34
123.55463,54.1505,0.284,10.17,12.78,49.8,61.3,23,23,
170.24214,33.79504,0.232,9.59,12.01,52.7,65.4,28,28,
236.85739,10.57162,0.24,10.59,13.05,43.8,53.3,20,19,
190.57322,19.76667,0.165,10.33,12.42,39.3,47.9,25,26,
253.27258,32.20535,0.292,0.3165,9.77,11.87,40.6,50.1,23,23
153.17711,12.93129,0.273,0.29145,8.65,10.92,38.9,49.1,23,24
192.40654,51.45395,0.284,0.28686,9.31,11.57,34.1,42.3,20,18
241.10659,54.55193,0.259,0.25857,9.03,11.39,69.3,86.2,34,41
241.80521,28.12836,0.297,7.01,8.73,44.2,55.7,22,22,
148.57614,28.50309,0.211,11.49,14.03,52.4,64.3,29,29,
121.08874,46.787,0.189,0.18681,10.32,13.05,34.3,42.7,21,20
154.56151,11.659,0.257,0.23789,14.99,18.77,25.1,31.5,15,11
163.34318,30.79935,0.254,8.62,10.79,94.6,114.5,45,55,
214.96706,6.00672,0.154,9.43,11.61,44.7,55.4,24,25,
219.43265,-0.31604,0.138,0.13793,8.59,10.7,65.3,81.5,37,39
192.78887,46.71113,0.254,0.25794,9.12,11.29,41.4,51.6,19,19
241.19212,52.63943,0.224,0.21949,9.59,12.03,46.8,58.2,24,24
130.27341,38.53306,0.24,0.24617,10.14,12.46,33.9,41.7,19,18
195.3411,24.03473,0.278,11.19,13.8,43.6,53.2,22,22,
194.91281,29.10572,0.189,15.66,19.03,34.4,41.7,17,13,
124.27907,7.86486,0.265,0.25412,6.66,8.44,67.6,83.2,42,53
246.68419,47.1175,0.273,0.27465,8.04,10.14,29.9,37.1,15,13
243.71256,8.94796,0.149,9.43,11.97,36.4,45.7,23,23,
248.51554,25.293,0.278,0.26987,14.53,19.17,27.8,35.5,15,13
125.11709,48.89648,0.151,0.13245,10.21,12.49,50.7,62.4,27,31
16.75851,-0.38207,0.259,10.63,12.87,54.9,67.8,29,34,
151.92721,38.01295,0.122,0.11202,13.59,16.91,41.4,51.7,23,24
159.0267,36.11632,0.127,8.06,10.15,44.6,55.8,22,22,
162.57714,7.31547,0.289,0.29968,10.3,12.74,47.2,59.4,19,18
320.14467,10.82905,0.294,0.30239,7.33,9.26,27.9,34.8,19,16
172.99795,49.85708,0.297,9.29,11.61,34.7,42.6,20,20,
189.71592,55.64605,0.292,0.27839,8.62,10.54,33.8,41.7,19,16
11.40616,15.99167,0.275,0.26549,9.8,11.85,49.4,58.7,21,21
227.39952,7.95453,0.224,11.01,13.24,43.8,53.2,23,24,
146.78151,0.73795,0.257,0.26181,10.62,13.18,37.4,46.1,22,22
192.23455,6.19059,0.286,0.29777,8.95,10.85,40.1,48.6,21,20
154.50785,63.87502,0.243,0.23362,15.26,19.06,31.7,39.5,16,14
27.45807,13.68828,0.165,0.15842,9.06,11.43,48.1,60.2,25,26
246.71861,48.39904,0.281,0.26291,10.61,12.85,33,39.9,21,21
225.48948,22.21661,0.265,16.3,19.84,36,43.9,14,14,
210.66824,17.75632,0.194,8.83,10.58,84.9,104,40,54,
166.80794,33.25059,0.265,16.84,21.39,43.5,54,21,19,
236.67752,26.01373,0.205,9.76,11.54,48,58.9,28,30,
199.13055,-1.08664,0.275,0.27437,10.78,13.22,27.6,33.7,14,11
167.84533,7.98474,0.273,0.25836,9.53,11.29,87.3,104.9,36,46
132.50154,57.76405,0.292,9.37,11.46,27.5,33.6,19,17,
219.39842,-0.55672,0.176,0.18007,9.04,11.58,33.8,42.6,21,21
180.32096,47.83442,0.281,0.27208,15.41,18.83,32.1,39.5,17,11
136.23293,33.02294,0.232,12.27,15.28,43.2,53.6,23,23,
211.94373,14.00332,0.14,11.93,14.45,51.3,63.5,26,27,
235.51877,48.09104,0.211,0.19983,8.58,10.69,37.3,46.5,22,22
128.50236,53.38051,0.273,0.24865,15.29,18.64,36.7,44.7,21,21
345.94337,15.38358,0.24,0.24583,11.47,14.46,41.9,52.3,25,25
127.49787,56.32897,0.278,6.12,7.64,76,94.7,47,59,
170.02092,47.23593,0.138,10.46,12.89,48.5,60,22,22,
200.82897,21.40281,0.238,7.41,9.07,81.4,98.6,38,46,
182.85999,47.05844,0.284,0.29542,6.63,8.45,38,48,22,22
228.9957,38.50179,0.221,0.2046,11.94,14.62,51.3,62.8,29,32
178.37889,-1.73454,0.14,9.35,11.66,29.9,37.4,21,20,
156.2567,4.034,0.224,0.21125,12.17,14.99,23.8,29.4,16,11
116.67005,22.28423,0.265,0.25777,10.74,13.45,20.1,25.2,13,11
125.11185,7.61393,0.243,9.67,11.79,35.8,44.4,20,19,
230.81751,4.24913,0.157,0.15228,10.53,13.21,62.9,78.7,29,34
242.28013,22.63073,0.292,14.35,17.29,34.8,42.1,19,15,
0.09053,15.10328,0.284,7.16,9.16,33.2,41.8,18,18,
152.87371,8.35158,0.289,0.27398,11.37,12.91,48.6,57,24,24
160.26905,-0.7244,0.14,8.73,11.03,41.7,52.2,23,23,
223.55135,21.59651,0.111,8.85,11.01,33.8,42.2,19,17,
147.45385,29.2821,0.221,8.1,9.81,56.9,70.1,30,34,
150.39577,30.89175,0.297,9.27,11.86,31.6,39.4,17,16,
149.66399,22.97037,0.203,9.38,11.8,50.8,62.7,24,25,
205.3559,-1.04186,0.289,0.28647,12.5,15.29,32.9,40.1,15,14
36.32037,-8.69376,0.116,0.05354,10.69,13.84,43.9,55.2,25,27
250.1354,46.48471,0.227,0.23002,10.88,13.36,38.9,47.9,20,17
7.08254,13.91657,0.149,8.83,10.69,70.2,86.4,41,51,
5.20392,0.18223,0.213,0.21389,8.07,10.11,46.5,57.7,26,28
193.38629,66.08735,0.248,0.23451,12.94,15.94,38.1,47.4,18,17
233.61014,-1.31674,0.165,0.15441,14.63,18.08,28.2,34.8,18,14
224.59822,60.54759,0.243,0.24282,9.84,12.29,28.7,35.8,17,13
183.58747,-2.31094,0.278,0.29281,8.64,11.06,22.2,27.9,15,13
156.39691,51.09842,0.146,0.14187,15.06,18.64,32.6,40.3,18,15
154.26515,39.04706,0.211,0.20564,17.65,21.83,85.2,102.1,42,47
239.2228,16.03453,0.246,9.78,11.84,49.5,60.2,21,21,
139.76295,40.27705,0.3,0.29976,8.49,10.22,38.5,46.3,22,22
222.02303,18.69096,0.254,10.59,13.77,22.2,28.3,15,13,
235.87853,60.87013,0.248,11.95,14.86,40.7,50.1,22,22,
235.58193,43.75788,0.27,0.26418,7.84,9.61,42.3,52.1,26,27
238.5725,8.21815,0.281,9.36,11.75,44.6,55.6,25,25,
240.78404,6.48354,0.24,13.23,16.32,25,31.1,16,11,
185.77353,-1.87514,0.286,0.28397,12.09,14.89,42.3,51.8,20,19
336.04088,0.32599,0.162,0.14561,9.4,11.45,58.7,72.4,31,38
141.83624,63.29019,0.13,8.81,11.08,35.1,44.4,23,23,
237.30133,5.32526,0.248,9.15,11.64,51.4,63.8,27,31,
356.59954,0.74943,0.273,0.27463,7.38,9.68,41.5,52.6,25,26
167.09587,29.241,0.227,17.54,21.32,61.7,75.2,23,24,
170.17932,36.47363,0.278,7.82,9.94,33.5,42.1,21,20,
233.83109,34.35798,0.246,0.23468,13.15,15.53,44.4,53.5,19,17
125.67167,17.98702,0.3,15.41,18.85,36.8,45.7,16,15,
0.16684,14.55214,0.111,0.09224,11.08,13.78,27.8,34.9,21,21
247.83903,47.29231,0.257,0.23365,11.62,14.11,65.3,79,25,27
233.66637,5.93818,0.257,10.85,13.29,33.5,40.6,18,17,
125.72838,56.61052,0.273,8.82,10.66,47.9,57.8,25,25,
157.67375,28.28765,0.294,6.71,8.27,84.4,103.9,35,48,
8.0352,14.50422,0.232,0.2226,9.83,12.15,59.5,73.9,26,29
35.13743,0.46763,0.286,0.27204,18.37,22.13,58.1,70.4,24,25
136.18229,19.93552,0.108,10.41,13.21,39,48.7,20,20,
133.74544,49.14232,0.127,0.05212,19.87,26.05,81.8,104.3,22,22
246.685,50.05221,0.292,9.57,12.4,21.5,27.3,14,11,
131.52695,5.12361,0.232,0.24013,6.69,8.4,86.8,110.2,38,54
180.43194,-0.18449,0.178,0.16694,8.68,10.98,61.9,77.4,32,43
217.9402,20.01019,0.111,7.81,9.72,19.7,24.8,16,13,
178.82501,23.40495,0.138,15.44,19.58,40.2,50.8,26,26,
200.87199,32.27585,0.273,9.87,12.62,46.6,58.3,22,22,
203.08846,41.03499,0.181,0.16911,13,16.19,35.7,44.5,20,20
222.4159,-1.57051,0.265,0.26606,9.3,11.67,20.1,25.3,14,12
172.62313,33.34751,0.211,9.09,11.45,39.4,48.4,26,27,
143.88703,12.23716,0.203,9.33,11.22,61.5,76.6,32,40,
183.13768,6.07685,0.132,0.13705,8.4,10.62,57.3,72.1,35,44
220.48813,28.49281,0.278,10.15,12.13,71.6,84.9,28,33,
194.1749,62.81255,0.292,0.3057,8.66,11.01,23,29.3,15,10
145.21682,2.45462,0.281,0.28962,7.11,8.83,29.9,36.7,20,19
228.4881,43.55824,0.248,0.23662,9.22,11.26,66,81.2,29,37
145.12682,64.45655,0.248,11.94,15,29.7,37.1,15,12,
151.02893,20.81956,0.297,5.91,7.3,81,101.3,42,54,
133.09019,30.48233,0.294,0.28553,10.53,13.6,35.9,45.6,18,16
117.90503,32.91317,0.211,0.35549,9.95,12.07,42.7,52.6,23,24
147.55059,5.43814,0.254,0.25505,8.64,10.51,30,36.9,17,16
150.84537,11.39373,0.24,0.21841,11.57,14.08,50.2,62.2,19,17
124.62376,30.35433,0.284,0.25504,9.87,12.14,30.2,36.6,16,13
226.75631,10.88231,0.278,14.21,17.76,27.1,34.1,14,13,
153.83955,68.39921,0.211,12.1,14.99,30.7,37.8,14,13,
247.33045,26.18252,0.224,0.22315,10.92,13.29,34.3,42.3,21,20
133.12627,0.41977,0.284,13.73,15.92,47.3,57.2,25,27,
236.17567,9.98924,0.238,13.62,17.02,38,47.4,20,19,
253.73413,22.63922,0.203,0.18114,12.56,15.36,52.7,63.2,22,21
197.30266,34.90964,0.286,6.67,8.38,28.6,35.7,19,19,
176.59106,40.8647,0.286,11.33,14.19,21.4,26.8,16,11,
126.05238,58.39033,0.224,9.87,12.56,36.9,46.9,21,21,
187.03522,8.94506,0.267,16.5,19.86,38.9,45.9,16,13,
240.30902,49.41178,0.254,0.24626,11.93,14.55,45.4,55.3,25,25
19.30289,15.0185,0.257,0.26738,6.53,8.3,53.8,68.1,31,35
134.95045,4.18655,0.205,0.20766,9.57,11.71,22.5,27.7,16,14
359.61232,15.23294,0.159,8.31,10.31,66.5,82.3,33,42,
358.2896,13.76532,0.257,0.25553,19.71,23.87,44.7,53.8,23,23
168.59067,58.38883,0.213,0.20546,8.7,10.71,47.7,58.6,26,27
345.95329,-0.6733,0.278,0.26634,12.69,15.79,33.9,41.6,17,15
325.63341,-7.08091,0.208,0.19577,14.25,17.8,29.8,36.9,16,14
211.84274,13.88071,0.281,0.29374,15.74,19.03,36.7,44.2,13,13
173.91038,40.83443,0.192,0.18295,9.38,11.31,68.9,82.9,38,45
210.94842,9.11037,0.122,9.1,11.31,28.6,36.2,21,21,
159.7177,29.05564,0.281,13.4,16.7,28.7,35.4,16,15,
206.36147,13.73234,0.154,9.25,11.38,59,73.3,31,34,
182.15321,-3.54174,0.211,12.11,15.22,28.6,35.7,15,12,
149.55144,23.77932,0.149,9.7,12.15,42.1,52.7,21,20,
27.06667,12.91579,0.176,0.15781,9.97,12.32,77.8,95.5,37,46
224.06967,17.09491,0.289,7.32,8.86,77.8,95,29,36,
155.75721,26.53429,0.284,8.67,10.67,47.4,58.7,25,27,
130.06229,50.58219,0.284,11.23,14.58,46.4,58.9,22,22,
148.96205,36.15002,0.219,0.20811,8.75,10.7,48.4,59,29,31
117.72871,52.44119,0.219,9.53,11.73,30.2,37.4,16,16,
143.62893,6.59481,0.221,0.22236,11.51,14.36,29.8,37,17,14
187.83227,42.53963,0.243,0.22269,10.16,12.22,40.3,49.2,23,23
195.31861,24.62986,0.248,12.63,15.32,40.3,49.4,19,17,
191.92694,-0.13725,0.105,7.93,9.77,54.6,67.9,29,31,
212.14164,8.14374,0.113,11.32,14.09,21.7,26.9,15,13,
157.09497,5.85831,0.262,0.23696,11.22,13.94,30.3,38,18,16
218.38873,21.81953,0.254,13.11,16.02,45.7,55.6,23,23,
231.47174,28.45909,0.143,8.13,10.51,52.1,67,31,35,
203.66699,25.6182,0.297,6.88,8.9,40.6,51.2,23,23,
181.71904,41.76514,0.297,0.27963,9.33,11.34,40.1,49.2,21,21
245.44782,24.36275,0.246,7.81,9.61,52.1,64.1,24,26,
177.94252,28.54583,0.292,12.71,15.45,34.4,42.6,17,17,
324.99642,-8.33878,0.224,0.20408,10.17,12.42,34.7,42.8,19,18
223.11694,38.63343,0.289,0.30659,10.17,12.85,30.1,38.2,17,16
225.57502,27.00848,0.284,10.76,13.45,35.9,44.6,16,15,
143.60457,31.61389,0.143,12.39,15.42,36.3,45.6,22,22,
197.92361,33.98831,0.246,10.13,12.4,51.5,62.9,27,29,
158.70235,4.4055,0.151,0.15533,8.1,10.46,24.5,31.2,18,16
224.64605,37.9928,0.203,0.19868,10.08,11.83,81.1,98.2,36,50
327.54375,-7.74162,0.273,0.28656,7.27,8.98,57.1,70.7,27,31
174.85723,7.7805,0.254,0.2284,11.68,14.38,25.9,32.2,17,13
241.55736,20.13502,0.176,12.55,15.95,26.2,33,14,11,
175.49939,25.05074,0.278,17.27,21.01,43.8,54.1,15,15,
133.91746,-0.54923,0.297,0.27065,19.81,24.39,34.8,42.9,16,11
224.14834,61.04106,0.23,8.98,11.38,41.5,52,22,22,
140.63035,11.65811,0.284,0.26087,11.19,13.73,43.7,53.5,18,17
233.08346,39.02388,0.292,9.49,11.05,38.4,46.4,19,19,
226.28392,28.15511,0.257,9.63,11.69,36.5,44.7,20,20,
244.80047,27.61553,0.27,13.76,16.68,23.3,28.5,14,10,
180.68078,3.97645,0.127,0.13547,8.33,10.58,24.6,31.2,21,19
121.30176,36.59054,0.292,0.29515,9.83,12.33,23.3,28.7,14,13
228.11088,2.02075,0.235,0.22038,12,15,32.2,40.1,15,14
206.45103,0.22576,0.27,0.276,14.15,17.18,29.4,35.9,19,15
221.40274,8.24263,0.27,7.61,9.63,23.7,29.5,13,12,
221.88021,33.10174,0.108,9.37,11.54,47.9,59.9,27,28,
238.32346,10.31917,0.23,10.09,12.63,40.1,49.7,23,23,
167.52565,11.99533,0.138,0.12479,10.38,12.87,45.5,56.5,19,17
146.37949,9.77629,0.227,0.21963,9.84,12.04,40.4,50.2,22,22
143.16423,37.88729,0.194,0.191,13.23,16.71,30.6,38,15,13
